현재 크롤링 페이지,title,작성시간,조회수,추천수,비추천수,링크,본문,댓글
5,테마 쏠림이 심하네요,2024-04-17 19:55:53,조회 수 39,1,0,https://stocker.kr/stock_discuss/350577/page/5,"[""요즘 장세는 반도체가 확률이 가장 높네요"", """", ""2차 전지는 테슬라가 살아나가 갈듯한데...."", """", ""오늘도 힘든장 수고 많으셨습니다.""]",[]
5,[4/17] HOT 종목 & #특징주 &이슈 & 주요일정 입니다 오늘도 좋은 하루 보내세요~~,2024-04-17 10:20:48,조회 수 39,2,0,https://stocker.kr/stock_discuss/350562/page/5,"[""[HOT 이슈]\n\n# 숏핑 앞세운 틱톡샵 韓상륙 초읽기.알리보다 인력 더 뽑는다\n\n*****HOT예상:FSN.플레이디.이엠넷.레뷰코퍼레이.드림인사이트.와이랩\n\n\n# 식약처,생성형 AI 활용 의료기기 제품화 지원 속도\n\n*****HOT예상:뷰노.제이엘케이.신테카바이오.루닛.딥노이드\n\n\n# 보령,만성질환 의약품으로 매출 1조 정조준\n:유바이오로직스,돈 안된다는 콜레라 백신 뚝심투자 빛본다\n\n*****HOT예상:유바이오로직.현대바이오.한컴라이프.HLB그룹\n\n\n# 두산로보틱스.LG전자 맞손.AI로봇이 전기차 충전해준다\n\n*****HOT예상:티로보틱스.로보스타.로보티즈.알에스오토.레인보우로보.삼익THK\n\n\n# 피엔티,660억 규모 2차전지 전극공정 장비 공급계약\n:엔켐,북미 시장 공략 가속.텍사스 공장 건설 속도\n\n*****HOT예상:피엔티.엔켐.이엔플러스.메가터치.리튬포어스.케이엔더블유.지오릿에너지\n\n# 옐런.며칠 안에 이란 추가 제재 나올 것.석유 수출 겨냥할 듯\n\n*****HOT예상:흥구석유.한국석유.중앙에너비스.극동유화.대성에너지.흥아해운.일승\n\n\n# 불안할땐 역시 金. 은행 골드바 보름간 54억어치 팔렸다\n\n*****HOT예상:엘컴텍.영풍.고려아연\n\n\n# 파월 매파 발언에 美국채금리 상승.2년물 한때 5% 돌파\n\n*****HOT예상:푸른저축은행.제주은행.리드코프.양지사.신라섬유\n\n\n# 소아환자,비대면진료 이용 400% 늘어\n\n*****HOT예상:라이프시맨틱.케어랩스.비트컴퓨터.인성정보\n\n\n# 러 니켈업체.미/영 제재,전세계 가격 상승 유발\n\n*****HOT예상:대양금속.황금에스티.삼화전자.티플랙스.유니온.유니온머티\n\n\n# 업스테이지,1000억원 규모 시리즈B 투자 유치\n\n*****HOT예상:컴퍼니케이.대성창투\n\n\n# 정부,와이파이7 상용화 추진.와이파이 4배 빨라진다\n\n*****HOT예상:머큐리.아이즈비전.와이어블.에스넷.기산텔레콤\n\n\n# 고통스러운 보복 예고한 이스라엘에.이란 대통령 엄중한 대응 받게 될 것\n\n*****HOT예상:한일단조.퍼스텍.빅텍.휴니드\n\n\n# 율호,정부 핵심광물 공급망 확대 지원 선정\n\n*****HOT예상:율호\n\n\n# SK네트웍스,SK렌터카 매각 추진.8천500억원 규모\n\n*****HOT예상:SK네트웍스.SK렌터카\n\n\n# 다시 덥고,불청객 황사 한반도 덮는다\n\n*****HOT예상:웰크론.모나리자.크린앤사이언\n\n출 ㅊ ㅓ : https://cafe.naver.com/hosott\n\n■주요일정■\n-4.17(수) : 연준 베이지북, ASML\n-4.18(목) : 미 주간실업지표, 미 기존주택판매(3월), 넷플릭스\n-4.19(금) : 미국 옵션만기일\n\n■실적■\n-19일(금) : 현대건설\n-24일(수) : OCI, 삼성물산, 삼성바이오로직스"", """", """"]",[]
5,미국이 많이 흔들리네요,2024-04-16 20:00:09,조회 수 49,2,0,https://stocker.kr/stock_discuss/350532/page/5,"["""", ""환율도 오르고 미국선물지수도 좋지 않네요"", """", ""삼성전자도 8만 턱걸이 마감했습니다."", """", ""내일은 반등하길 기대해봅니다."", """", """"]",[]
5,내일 관심가져도 될 만한 종목들입니다 급등이슈 높아요~~!!,2024-04-14 08:53:25,조회 수 52,0,0,https://stocker.kr/stock_discuss/350408/page/5,"[""LS\n이구산업\n조일알미늄\n어보브반도체\n성호전자\nHB솔루션\n샌즈랩\n네패스아크\n\n\n경제 방송 에서도 나왔고 및 추천 받은 종목입니다\n매매에 참고 하시라고 올립니다\n주말 잘 보내시고 좋은 하루 되세용~~\n출처 : https://cafe.naver.com/hosott"", """", """"]",[]
5,어제 코스프 코스닥 이에요 주말 잘쉬시고 다음주에 랠리 이어서 갈 종목들 체크해보세요~,2024-04-13 10:44:57,조회 수 28,1,0,https://stocker.kr/stock_discuss/350390/page/5,"[""어제 코스프 코스닥 이에요 다음주에 랠리 이어서 갈 종목들 체크해보세요~ \n맛점들 챙겨드시고 좋은 주말 보내세요~~^^"", """", ""출처 : https://cafe.naver.com/hosott"", """", """"]",[]
5,(4/12아침 시황) 개장 전 참고하시고 좋은 하루 보내시길 바랍니다.!!,2024-04-12 08:40:58,조회 수 48,2,1,https://stocker.kr/stock_discuss/350369/page/5,"[""(4/12아침 시황)"", ""뉴욕증시, 3월 생산자물가지수(CPI)가 시장 예상치를 밑돌면서 인플레이션 우려가 다소 완화된 가운데 혼조세마감.\n(다우-0.01%/S&P500+0.74%/나스닥+1.68%)\n- 국제유가(WTI) -1.38%(85.02달러)\n- 필라델피아반도체 +2.42%\n- 애플+4.33%, 엔비디아+4.11%, 마이크로소프트+1.10%, 테슬라+1.65%"", ""★ 전일(4/11) 국내시장 특징 ★"", ""코스피: 옵션만기일을 맞은 가운데, 외국인과 개인 순매수 속 강보합 마감/ 코스닥: 美 3월 CPI 충격 속 외국인과 기관이 동반순매도하면서 4거래일연속 하락. \n- 코스피  +0.07% (2706.96)\n- 코스닥  -0.14% (858.10)"", ""▶️반도체/자동차 관련주: 반도체·자동차 수출 호조 소식 등에 상승(SK하이닉스, 삼성전자, 제이엔비, 테크윙, 웰킵스하이텍, 램테크놀러지, 디아이, 샘씨엔에스, 코미코, 사피엔반도체, 한양디지텍, 케이엔솔, 한미반도체, 오로스테크놀로지, 피에스케이홀딩스, 에이팩트, ISC/ 현대차, 현대모비스, 기아, 서진오토모티브, 삼보모터스, 코리아에프티 등)\n▶️유리기판: 고성능 반도체 수요 증가에 따른 수혜 기대감 등에 상승(미래컴퍼니, 켐트로닉스, HB테크놀러지, 제이앤티씨, 필옵틱스, 와이씨켐, 기가비스, 에프엔에스테크 등)\n▶️타이어: 타이어 3사, 1분기 호실적 전망 등에 상승(금호타이어, 한국타이어앤테크놀로지, 넥센타이어 등)\n▶️항공/저가 항공사(LCC): 지난 3월에도 항공시장 호황 지속, 여객과 화물 모두 초과수요 분석 등에 상승(티웨이항공, 제주항공, 진에어 등)\n▶️종합물류/해운/정유/LPG: 이란, 호르무즈 해협 봉쇄 우려 등에 일부 관련주 상승(태웅로직스, CJ대한통운, 동방, 흥아해운, 흥구석유, 중앙에너비스, SK가스, GS 등)\n▶️정치/인맥(안철수): 안철수, 제22대 국회의원 선거 당선 소식에 일부 관련주 상승(써니전자, 브리지텍, 안랩 등)\n▷저PBR/ 원자력발전: 제22대 총선 범야권 압승 소식 속 정부 정책 동력 상실 우려 등에 하락."", ""* 개별상승특징주: 대양제지(자진 상장폐지 결정 모멘텀 지속에 상한가), 바이오스마트(자회사 티씨티, 초고압변압기 발전기용 동 제품 및 중전기 제작-수리업 영위 사실 부각에 상한가), 동일고무벨트(네이버클라우드-인텔, AI 공동연구센터 설립에 카이스트 참여 소식 속 카이스트와 AI·VR 개발 프로세스 연구 사실 부각에 급등), 제일약품(자회사 온코닉테라퓨틱스, 이중저해 표적항암제 ‘네수파립’ 자궁내막암에 효과 확인 소식에 급등), 스튜디오미르(무상증자 권리락 효과 발생 모멘텀 지속에 급등), HD현대일렉트릭(전력기기 사이클 호황 수혜 기대감 등에 급등) 등.\n출처:https://cafe.naver.com/hosott"", """", """"]",[]
5,2024년 4월 11일 상승률 TOP30,2024-04-11 23:54:07,조회 수 45,2,1,https://stocker.kr/stock_discuss/350348/page/5,"["""", """", ""1. 대양제지(29.91%) : 자진 상장폐지 결정 모멘텀지속에 상한가"", """", ""2. 풍원정밀(29.9%) : 상승 이유 알 수 없음"", """", ""3. 바이오스마트(29.83%) : 자회사 티씨티, 초고압변압기 발전기용 동 제품 및 중전기 제작-수리업 영위 사실 부각에 상한가"", """", ""4. 동일고무벨트(22.88%) : 네이버클라우드-인텔, AI 공동연구센터 설립에 카이스트 참여 소식 속 카이스트와 AI·VR 개발 프로세스 연구 사실 부각에 급등"", """", ""5. 신라에스지(21.43%) : 나경원 국민의힘 후보 당선 소식에 관련주 부각 속 급등"", """", ""6. 에이프로젠(16.04%) : 상승 이유 알 수 없음"", """", ""7. 엔터파트너즈(15.78%) : 상승 이유 알 수 없음"", """", ""8. 이스타코(15.54%) : 상승 이유 알 수 없음"", """", ""9. 제일약품(15.4%) : 자회사 온코닉테라퓨틱스, 이중저해 표적항암제 ‘네수파립’ 자궁내막암에 효과 확인 소식에 급등"", """", ""10. 제이엔비(14.78%) : 반도체 관련주 상승 및 삼성전자, 美 텍사스주에 36.5조원 반도체 추가투자 발표 예정 소식 속 美 텍사스 오스틴시 삼성전자 공장 적용 스태커 시스템 설계 및 제조 사실 지속 부각에 급등"", """", """", """", ""11. 테크윙(14.5%) : 반도체관련주 상승 속 1분기 호실적 기대감 및 향후 실적 성장 기대감 지속에 급등"", """", ""12. 씨싸이트(14.22%) : 상승 이유 알 수 없음"", """", ""13. 웰킵스하이텍(13.39%) : 반도체 수출 호조 소식 등에 반도체 관련주 상승 속 급등"", """", ""출처. 주식뉴스! https://stockinfo7.com"", """", """", """", ""14. 램테크놀러지(12.36%) : 반도체 수출 호조 소식 등에 유리 기판 관련주 부각 속 급등"", """", ""15. 디아이(11.97%) : 반도체 관련주 상승 속 HBM용 번인 테스터 개발 진행사실 지속 부각 등에 급등"", """", ""16. 샌즈랩(11.29%) : 마이크로소프트, 日 AI 데이터센터 확충 관련 4조원 규모 투자 계획 소식 속 한국마이크로소프트와 차세대 AI 사이버보안 기술 개발 관련 업무협약 체결 사실 부각에 급등"", """", ""17. 삼화전기(11.2%) : 상승 이유 알 수 없음"", """", ""18. 미래컴퍼니(11.19%) : 고성능 반도체 수요 증가에 따른 유리 기판 수혜 기대감 속 디스플레이 분야 유리 기판 엣지그라인더 제품 보유 사실 부각에 급등"", """", ""19. 스튜디오미르(11.15%) : 무상증자 권리락 효과 발생 모멘텀 지속에 급등"", """", ""20. 위지윅스튜디오(11.04%) : 상승 이유 알 수 없음"", """", ""21. 켐트로닉스(10.47%) : 고성능 반도체 수요 증가에 따른 수혜 기대감 등에 유리 기판 테마 상승 속 급등"", """", ""22. 사피엔반도체(10%) : 반도체 수출 호조 소식 등에 반도체 관련주 상승 속 급등"", """", ""23. 샘씨엔에스(9.96%) : 반도체 수출 호조 소식 등에 반도체 관련주 상승 속 급등"", """", ""24. HD현대일렉트릭(9.69%) : 전력기기 사이클 호황 수혜 기대감 등에 급등"", """", ""25. 코미코(9.47%) : 반도체 관련주 상승 속 1분기 호실적 기대감 지속에 급등"", """", ""26. 금호타이어(9.26%) : 타이어 3사, 1분기 호실적 전망 등에 타이어 테마 상승 속 급등"", """", ""27. 에이프로젠 H&G(8.23%) : 상승 이유 알 수 없음"", """", ""28. 토마토시스템(8.18%) : 상승 이유 알 수 없음"", """", ""29. 한국타이어앤테크놀로지(8.04%) : 타이어 3사, 1분기 호실적 전망 등에 타이어 테마 상승 속 강세"", """", ""30. 네오이뮨텍(7.67%) : 상승 이유 알 수 없음"", """", """", """", """", ""[반도체/AI 관련주]"", ""동일고무벨트 제이엔비 테크윙 웰킵스하이텍 램테크놀러지 디아이 샌즈랩 미래컴퍼니 켐트로닉스 사피엔반도체 샘씨엔에스"", """", ""[전력/전선 관련주]"", ""바이오스마트 HD현대일렉트릭""]",[]
5,다음주는 어떤 테마가 갈까요?,2024-04-10 12:21:05,조회 수 47,0,0,https://stocker.kr/stock_discuss/350291/page/5,"[""반도체? 2차전지? 종목 추천 좀 해주세요""]",[]
5,카카오,2024-04-06 00:39:46,조회 수 33,1,0,https://stocker.kr/stock_discuss/350100/page/5,"["""", ""호재가 나오기전까지는 물타다 익사할지도..."", """", """"]",[]
5,삼성전자,2024-04-02 21:06:25,조회 수 57,2,0,https://stocker.kr/stock_discuss/349972/page/5,"["""", ""외인은 계속 사고 3년 기다려 본전온 개미는 팔고"", """", ""이러다 진짜 10만 전자 갈지도 모르겠네요"", """"]",[]
5,해외선물,2024-04-02 18:48:42,조회 수 49,0,0,https://stocker.kr/stock_discuss/349965/page/5,"[""해선하시는분들 계실까요""]",[]
5,"나스닥 고점썰, 앞으로 폭락한다 VS 아니다 폭등한다",2024-04-02 15:10:24,조회 수 46,1,0,https://stocker.kr/stock_discuss/349946/page/5,"[""https://www.youtube.com/watch?v=Xb_wCcpidJQ&t=13s"", """", """", """", ""우연히 보게 된 시황 채널인데 분석이 너무 명확해서"", ""토론삼아 가져와 봤어요"", ""앞으로 나스닥 떨어질까요 오를까요?"", ""너무 올랐고 너무 비싸다는 의견이 지배적인 거 같네요 분위기가 흠""]",[]
6,엔비디아1000달러 돌파할까요?,2024-03-25 23:57:34,조회 수 70,1,0,https://stocker.kr/stock_discuss/349813/page/6,"["""", ""금리도 인하하면 더 오르겠죠?"", """", ""엔비디아는 얼마까지갈러지 궁금합니다""]",[]
6,3.21 시황정리영상,2024-03-21 19:15:48,조회 수 50,1,0,https://stocker.kr/stock_discuss/349656/page/6,"[""https://www.youtube.com/watch?v=0FP25v-h8OE""]",[]
6,외인 매도,2024-03-16 08:58:59,조회 수 35,1,0,https://stocker.kr/stock_discuss/349563/page/6,"["""", ""우리 시장은 다음주 괜찮을 것 같습니다."", """", ""반도체쪽 아직 괜찮아보입니다.""]",[]
6,외인 기관 매수,2024-03-07 21:57:37,조회 수 62,1,0,https://stocker.kr/stock_discuss/349376/page/6,"["""", """"]",[]
6,전일대비 거래량 2배 이상 외인매수 종목,2024-03-07 21:53:06,조회 수 34,0,0,https://stocker.kr/stock_discuss/349371/page/6,"["""", """"]",[]
6,전일대비 거래량 2배 이상 종목,2024-03-07 21:49:49,조회 수 46,1,0,https://stocker.kr/stock_discuss/349366/page/6,"[""오늘의 관심주"", """", """", """", """"]",[]
6,내일은 어떤 테마가 갈지 궁금하네요,2024-03-03 09:02:22,조회 수 35,0,0,https://stocker.kr/stock_discuss/349104/page/6,"["""", ""요즘보면 미국과 같이 가는거 같지도 않더라구요"", """", ""내일은 어느 테마가 갈지..."", """", ""확률은 반도체가 높아보입니다""]",[]
6,국내 배당금 높은 주식,2024-03-01 22:10:33,조회 수 51,1,0,https://stocker.kr/stock_discuss/347969/page/6,"[""https://naver.me/GudjDl6I"", """", ""하나투어, 동아타이어, 현대차, 동양생명, 현대해상, JB금융지주, 기아, 하나금융지주""]",[]
6,테크윙 수주공시,2024-03-01 14:26:13,조회 수 33,1,0,https://stocker.kr/stock_discuss/347964/page/6,"["""", ""이제 시작인거 같네요""]",[]
6,삼성전자는 진짜 안오르네요,2024-02-17 12:03:08,조회 수 38,0,0,https://stocker.kr/stock_discuss/347535/page/6,"[""SK하이닉스는 신고가 갱신을 하는데 삼성전자는 진짜 못가네요"", ""소부장 반도체주들도 가는놈만 가네요""]",[]
6,주린이) 감자가 뭔가요? 호재인가요?,2024-02-13 18:06:49,조회 수 49,1,0,https://stocker.kr/stock_discuss/347467/page/6,"[""안녕하세요, 주식 시작한 지 얼마 안된 주린이 입니다."", """", ""아직까진 주식 잘하는 주위 분들이 사라는 것만 사는데요."", """", ""오늘 만나서 얘기하다가 코스닥 관련인 BF랩스 얘기하다가 주식 감자가 나왔어요."", """", ""감자? 포테이토? 뭔가 싶은데 앞에선 창피해서 못 물어봤거든요 ㅋㅋ"", """", ""B주식 감자 한다는데 이게 큰 호재인가요?"", """", """"]",[]
6,"""엔비디아, 40조 규모 맞춤형 AI 칩 시장 진출한다""",2024-02-10 20:23:38,조회 수 39,0,0,https://stocker.kr/stock_discuss/347435/page/6,"[""미국 반도체 기업 엔비디아가 300억 달러(약 40조원) 규모 맞춤형 인공지능(AI) 칩 시장 공략에 나선다고 로이터 통신이 9일(현지시간) 보도했다.\n\n해당 매체는 정통한 소식통을 인용해 엔비디아가 첨단 AI 프로세서를 포함해 클라우드 컴퓨팅 기업 대상 맞춤형 칩 설계에 초점을 둔 새로운 사업부를 구축하고 있다고 보도했다."", """", ""https://n.news.naver.com/article/092/0002320980"", """", """", """", ""천장 뚫고 더 날아가나요...."", """", ""예전 테슬라 보는 것 같네요"", """", ""우리 반도체도 날아오르자^^""]",[]
6,반도체 상장기업 브랜드평판,2024-02-09 23:09:12,조회 수 32,0,0,https://stocker.kr/stock_discuss/347427/page/6,"[""한편 2월 반도체 상장기업 브랜드평판 1위는 삼성전자이다.\n\n순위는 다음과 같다. 삼성전자, SK하이닉스, 제주반도체, 한미반도체, 네오셈, SK스퀘어, 하나마이크론, 리노공업, DB하이텍, 동진쎄미켐, SFA반도체, 주성엔지니어링, 칩스앤미디어, 솔브레인, 이오테크닉스, 어보브반도체, 와이아이케이, 텔레칩스, 테스, 원익IPS, ISC, 신성이엔지, 제우스, 네패스, 엑시콘, 유진테크, 하나머티리얼즈, 오킨스전자, KEC, 해성디에스, 에스앤에스텍, 에이팩트, 테크윙, 미코, 유니테스트, 젬백스, 에이디테크놀로지, 기가레인, 픽셀플러스, 원익QnC, 미래산업, 코미코, 티씨케이, 엘오티베큠, 네온테크, 케이씨텍, 프로텍, 엠케이전자, GST, 넥스틴, 유니트론텍, 티엘비, 디아이, 에스티아이, 네패스아크, 에프에스티, 덕산하이메탈, 인텍플러스, 아이텍, 오로스테크놀로지, 오션브릿지, 케이씨, 티에스이, 아진엑스텍, 라온테크 , 예스티, 월덱스, 피에스케이, 유니셈, 서플러스글로벌, 케이알엠, 디엔에프 , 코세스, 한양디지텍, 피델릭스, 에이피티씨, 뉴파워프라즈마, LB세미콘, 시그네틱스, 유니퀘스트, 제이티, 메카로, 윈팩, 엔투텍, HLB이노베이션, 오디텍, 싸이맥스, 램테크놀러지, 큐에스아이, 지오엘리먼트, 지니틱스, 제너셈, 타이거일렉, 성우테크론, 에이티세미콘, 코디엠, 씨앤지하이테크, 아이원스, LB루셈 , 지앤비에스엔지니어링, 엔시트론, 엑사이엔씨, KMH하이텍 순이다.\n\n출처 : 핀포인트뉴스(https://www.pinpointnews.co.kr)"", """", """"]",[]
6,이런 것도 호재 인가요?,2024-02-08 22:52:04,조회 수 44,0,0,https://stocker.kr/stock_discuss/347402/page/6,"[""BF랩스 어떤가요? 아래 이런것도 호재로 반영될 수 있나요?"", ""차트 움직임도 괜찮아 보이던데 요즘 주식방에 이름 자꾸 올라와서"", ""궁금함요"", """", ""1. 유증과 CB로 자금 확보"", """", ""2. 신규 이사 선임으로 조직 개편 ( 회계사 변호사 금감원 출신으로 구성 )"", """", ""3. 회사 명칭 변경""]",[]
6,미국은 거침없이 하이킥~,2024-01-25 00:32:59,조회 수 33,0,0,https://stocker.kr/stock_discuss/346583/page/6,"[""미국과 일본 증시는 천장이 뚫여서 어디까지 갈지 모르겠습니다."", """", ""우리나라 증시도 좀 따라갔으면 하네요....""]",[]
7,"[뉴스핌 라씨로] 테크윙, 'HBM 테스트 핸들러' 개발 완료...3분기 출시 계획",2024-01-21 10:44:26,조회 수 32,0,0,https://stocker.kr/stock_discuss/346377/page/7,"[""https://www.newspim.com/news/view/20240119000147"", """", """", """", ""기관이 꾸준이 매집하는 이유가 있었네요"", """", ""신고가 근처니 새로운 마디가 열리겠네요""]",[]
7,오이솔루션,2024-01-17 00:01:21,조회 수 35,0,0,https://stocker.kr/stock_discuss/346327/page/7,"[""5g에서 6g로 오이솔루션이 다시 관심받네요"", ""타점 잘 잡고 대응해보세요^^""]",[]
7,조정이 거의 다온거 같습니다,2024-01-16 19:58:39,조회 수 37,0,0,https://stocker.kr/stock_discuss/346322/page/7,"[""바닥 근처까지왔는데..."", ""이제 좀 튀어 올라가자""]",[]
7,주식 시장 다시 오른다,2024-01-12 07:37:16,조회 수 32,0,0,https://stocker.kr/stock_discuss/346175/page/7,"[""연말부터 금융 분위기는 긍정적인 신호가 나오고 있네요"", ""미국도 신고가나오고있고 조만간 우리도 좋아질듯하네요"", """"]",[]
7,종목분석,2023-11-09 16:42:52,조회 수 52,0,0,https://stocker.kr/stock_discuss/344700/page/7,"[""■ 종목명 : 텔레칩스"", ""▶전기전자 구조 확산"", ""- 기존 MCU 보다 AP 적용하거나 MCU를 고도화하는 수요증가"", ""▶ 신규 부품업체 고객의 개별 사양에 대응이 어려움"", ""- 글로벌 시장의 수요증가하는 가운데 이런 문제점이\n 텔레칩스에게 수주요청이 계속 들어오는 상황"", ""▶ 차량용 반도체 수급 위기를 격었던 완선차 회사들의 공급선 다변화 추구현상"", ""- 세컨벤더 진입으로 텔레칩스 수주 증가중"", ""▶삼성 파운드르 사업부에서 칩생산 위탁중인 Fabless 기업"", ""- 최근 제네시스까지 납품범위 확장"", ""▶현재 비디오IP 사업으로 로열티 매출증가가 보장된 칩스앤미디어(보유중) 지분"", ""- 운전자 지원 시스템 기술, 인공신경망 기반 화질개선 기술, 객체인식 기술등을 통해\n미래 인포테인먼트 시스템의 핵심경쟁력 확보"", """", ""텔레칩스 분석 내용입니다.  그 외 하락장에서도 안정적인 승률 80% 를 유지하는 방법을 공유하고자 합니다. 정말 안전투자에 진심이고 배우고 싶으신분들만 오세요"", ""https://open.kakao.com/o/gr6CDdRf"", """", """"]",[]
7,000종목,2023-11-09 16:41:37,조회 수 50,0,0,https://stocker.kr/stock_discuss/344698/page/7,"[""현재 여러분들의 증권계좌는 안전한가요?"", """", ""궁금하신사항,질문사항,종목진단,정보공유방"", """", ""주식 정보 공유방 입장가능하십니다, 종목상담"", """", ""https://open.kakao.com/o/gr6CDdRf"", """", """"]",[]
7,미국이 조금씩 살아나네요,2023-10-07 02:52:13,조회 수 76,0,0,https://stocker.kr/stock_discuss/344041/page/7,"[""어려운장 수고 많으셨습니다."", """", ""연말은 시장이 안정적으로 움직이길 기원합니다.""]",[]
7,구리에 투자하라,2023-05-05 12:06:29,조회 수 191,0,0,https://stocker.kr/stock_discuss/340232/page/7,"[""■ 전기차 시대는 구리에 투자하라"", ""월가의 이유있는 조언.."", ""제2의 리튬, \""기회가 있을 때마다 구리를 담아라\""\n2023.03.03"", ""ING그룹의 수석 이코노미스트인 아이리스 팡은\n구리에 대한 저가매수를 강조하고 나섰다."", ""구리는 전기차 생산에 있어 필수적인 부품인데다 내연차에\n비해 3~4배, 신재생 에너지로의 전환 과정에서 핵심요소로 꼽힌다는 점을 감안할 때 구리의 수요 급증을\n예상할 수 있다는 것이다."", ""\""구리, 공급 부족에 수요 급증...가격 상승할 것\"""", ""2일 셀시우스프로의 최고경영자인 조나단 배럿도 CNBC와의 인터뷰에서 \""구리는 전기 관련 기술의\n핵심 부품이며 에너지전환 프로젝트의 중요 요소\""라서 \""공급이 충분하지 않은 만큼 당신은 기회가\n온다면 매수에 나서야 할 것\""이라고 언급했다.///"", ""이하 작성자주"", ""사람들이 열광하는 리튬은 자본력만 있으면\n누구나 뛰어들수있고 염호나 바다에서도 생산할수\n있는 진정한 의미의 광물이 아니조"", ""오죽하면 IT나 바이오 기업같은 한계 기업들의\n유상증자 구실로 전락해버릴 지경"", ""사정이 이러하다보니 2027년경이면\n수산화리튬의 경우 1Kg당 8달러까지 추락\n(현재 1Kg당 80달러)"", ""반면"", ""구리야말로 대체불가한 천연 광물이고 전기차\n시대에는 내연차 시대 대비 3~4배 더 필요해서\n무조건 담아놓으면 오르게 되어있는데..."", ""이때 구리 투자자들의 구세주같은 녀석이 바로 대창!!"", ""전기차 시대 \""제2의 리튬\""이라는 구리"", ""대창 012800"", ""골드만삭스, 구리 가격 급등 전망…재고 부족 영향\nhttps://www.theguru.co.kr/mobile/article.html?no=52835"", """", """"]",[]
7,티엠 사무실 운영하시는분들,2023-05-04 14:02:39,조회 수 160,0,0,https://stocker.kr/stock_discuss/340216/page/7,"[""주식 코인 선물 티엠 문자발송 24시간 문의 가능합니다"", ""고정거래처 대면거래 가능합니다"", """", """", """", ""문의 텔 @Hackdbshop""]",[]
7,코넌코인 의 메타콘지갑 드림시티게임 에 대하여,2023-04-29 10:22:41,조회 수 57,2,1,https://stocker.kr/stock_discuss/339914/page/7,"["""", """", ""코넌코인 의 무료응모권 네이버 에서 메타콘. 드림시티게임. 검색하셔서  무료응모권. 받으세요"", """", ""드림시티게임  에 대하여 \n10분안에 완벽하게 알기 당신의꿈을 현실로 만들어 줍니다"", """", ""메타콘으로 당신의 꿈을 실현하세요. DREAMS"", ""Come True"", ""https://youtu.be/wGs_cRdOduE"", """", """", ""코넌과 메타콘 드림시티게임에 대하여 표세진 회장의 설명"", ""https://youtu.be/Yp45qg8e8Ho"", """", """", ""코넌코인 의 메타콘지갑 드림시티게임  에 대하여 5분의 설명 (표세진 회장)"", ""https://youtu.be/Y_jxik482rw"", """", """"]",[]
7,대학원생 5년차 너무 힘듭니다 제발 도와주세요 ㅠㅠㅠㅠ,2023-03-30 13:19:10,조회 수 138,0,0,https://stocker.kr/stock_discuss/338984/page/7,"[""교수님이 표본수 385명 안채우면 저 방출할거랍니다 ㅠㅠㅠ 제 5년이 헛되지 않게해주세요 진짜 너무 슬픕니다\n대학원비 횡령해서 치킨도 뿌립니다 제발 참여해주세요 ㅠㅠㅠㅠ\nhttps://forms.gle/e7K3bJ38sWBEhygVA"", """", """"]",[]
7,2023년 03월 종목 추천 / 상담방 공유해 볼까 합니다~,2023-03-24 10:33:48,조회 수 114,0,0,https://stocker.kr/stock_discuss/338725/page/7,"[""실시간 이슈 및 자료 정리해 드리고 있으니"", """", ""고민되신다면 오셔서 관련 내용 꼭 확인하세요."", """", """", ""https://open.kakao.com/o/ggreZwbf"", """", """"]",[]
7,오늘 아침에 수익 실제로 보기도 했어요 .. 놀랐네요,2023-03-09 13:30:32,조회 수 154,0,0,https://stocker.kr/stock_discuss/338382/page/7,"["""", """", ""요새 퍼런색 보다 높은 수익률은 아니여도 먹고나와서 기분좋던데요 ㅠㅠ 올만에 느낀 이 느낌..\n추천드리고 갑니다ㅎㅎ"", ""https://open.kakao.com/o/gN31uS6e"", """", """"]",[]
7,좋은 소통방 있는거 같아 공유해드려봅니다,2023-03-09 13:28:05,조회 수 139,0,0,https://stocker.kr/stock_discuss/338381/page/7,"[""저도 속는셈치고 입장했는데 수익 잘 나오던데요\n추천드리고 갑니다ㅎㅎ"", ""https://open.kakao.com/o/gN31uS6e"", """", """"]",[]
7,주식 투자 소통방 여기 좋네요,2023-02-07 14:05:09,조회 수 396,0,0,https://stocker.kr/stock_discuss/337090/page/7,"[""여기방 와서 소통하시구 주식물린거 여기서 복구하세요\n\n\nhttps://open.kakao.com/o/gXyCvc2e"", """", """"]",[]
8,오스템임플란트,2023-01-25 00:02:01,조회 수 83,0,0,https://stocker.kr/stock_discuss/336643/page/8,"[""[단독] 오스템임플란트 지분 공개 매수 MBK·유니슨, 경영권인수 추진"", ""출처 : 매일경제 | 네이버"", ""- https://naver.me/xTSElIfc"", """", """", """", ""얼마까지 달릴려나""]",[]
8,단타 주,2023-01-08 22:39:37,조회 수 200,0,0,https://stocker.kr/stock_discuss/335899/page/8,"[""내일 오전 9시에 사서 10시쯤 단타할건데 추천주 있나요?""]",[]
8,이제 돈 있는 사람들의 게임체인져,2023-01-08 13:22:41,조회 수 69,0,0,https://stocker.kr/stock_discuss/335886/page/8,"[""\""남들이 겁을 먹고 있을 때 욕심을 부려라. 남들이 겁을 먹고 있을 때가 욕심을 부려도 되는 때이다.\"""", ""- 워렌 버핏""]",[]
